epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
163,502.984,0.35358,0.18659,0.00193,0.94396,0.97196,0.98142,0.91383,0.37579,0.22618,0.00317,0.0003962,0.0003962,0.0003962
164,505.924,0.38352,0.22346,0.00208,0.98112,0.99958,0.98538,0.91103,0.41154,0.19086,0.00356,0.0003863,0.0003863,0.0003863
165,509.202,0.38098,0.21146,0.00194,0.98105,0.99584,0.985,0.9181,0.37686,0.17238,0.00315,0.0003764,0.0003764,0.0003764
166,512.339,0.34929,0.19602,0.00167,0.96116,1,0.98467,0.90963,0.39961,0.18328,0.00332,0.0003665,0.0003665,0.0003665
167,515.556,0.40266,0.20891,0.00211,0.95879,1,0.98448,0.90858,0.38976,0.18808,0.00334,0.0003566,0.0003566,0.0003566
168,518.602,0.36179,0.19806,0.00179,0.9453,0.99704,0.98285,0.90665,0.38867,0.20567,0.00332,0.0003467,0.0003467,0.0003467
169,521.724,0.36265,0.1803,0.00183,0.95915,0.98077,0.98605,0.90815,0.39268,0.19331,0.00337,0.0003368,0.0003368,0.0003368
170,524.733,0.35985,0.19908,0.00165,0.97944,0.94231,0.98364,0.91685,0.38342,0.20979,0.00317,0.0003269,0.0003269,0.0003269
171,527.905,0.35596,0.19724,0.00192,0.94021,0.96154,0.9779,0.90487,0.38519,0.25678,0.00333,0.000317,0.000317,0.000317
172,530.889,0.37428,0.222,0.00197,0.95767,0.96154,0.97959,0.90542,0.42268,0.24034,0.00357,0.0003071,0.0003071,0.0003071
173,533.871,0.35786,0.19238,0.00195,0.98073,0.97884,0.98237,0.90243,0.40985,0.2225,0.00349,0.0002972,0.0002972,0.0002972
174,536.809,0.32749,0.18928,0.00175,0.97349,0.96154,0.98256,0.91057,0.36956,0.23928,0.00306,0.0002873,0.0002873,0.0002873
